Australia,61,Canberra,24117360,AUD,1.6184067000000006,https://restcountries.eu/data/aus.svg
Brazil,55,Brasília,206135893,BRL,4.791341200000001,https://restcountries.eu/data/bra.svg
China,86,Beijing,1377422166,CNY,7.9867203,https://restcountries.eu/data/chn.svg
United Kingdom of Great Britain and Northern Ireland,44,London,65110000,GBP,0.8949710666666669,https://restcountries.eu/data/gbr.svg
United States of America,1,"Washington, D.C.",323947000,USD,1.1661008,https://restcountries.eu/data/usa.svg
